id,organizationStatus,name,alternateName,description,email,website,taxStatus
10253,active,South Central Texas Area of Cocaine Anonymous,Austin Cocaine Anonymous; Kerrville Cocaine Anonymous; San Antonio Cocaine Anonymous; Valley Cocaine Anonymous; SCTA,Provides 12-step recovery support groups for people with cocaine dependency. Maintains a list of Cocaine Anonymous in-person support meetings.,,http://ca-scta.org/,"[""Nonprofit - Incorporated""]"
10264,active,South Plains Community Action Association (SPCAA) - Burnet and Llano Counties,OHS; Outreach Health Services - Burnet and Llano County,"Provides the Women, Infants, and Children (WIC) nutrition program for Burnet and Llano counties.",,https://spcaa.org,"[""Nonprofit - Incorporated""]"
10348,active,Southside Community Center,South Side Community Center,"Provides financial assistance, housing repair, and transitional housing.Operates an independent senior living community.",,https://www.southsidecommunitycenter.org,"[""Nonprofit - Incorporated""]"
10360,active,Southwest Key Programs,South West Keys; Southwest Keys; SW Keys; SWK,"Provides educational opportunities for youth and adults, as well as cultural arts, wellness, and family programs and events.",,https://www.swkey.org,"[""Nonprofit - Incorporated""]"
10367,active,Southwest Transplant Alliance,Organ.org,Provides organ and tissue donor program serving hospital patients throughout much of Texas.,,https://www.organ.org,"[""Nonprofit - Incorporated""]"
10371,active,Southwestern University,SU,"Provides higher education services at a private university,",digital@southwestern.edu,http://southwestern.edu,"[""Nonprofit - Incorporated""]"
10387,active,Special Olympics Texas,SOTX,"Provides year-round sports training and athletic competition in a variety of Olympic-type sports for children and adults with intellectual disabilities, giving them continuing opportunities to develop physical fitness, demonstrate courage, experience joy and participate in the sharing of gifts, skills and friendship with their families, other Special Olympics athletes, and the community.",,https://www.sotx.org,"[""Nonprofit - Incorporated""]"
10388,active,Spectrum Community,Summer on the Hill,"Provide a positive, safe, and supportive environment where highly independent young adults with Autism Spectrum Disorders may successfully experience a wide range of real-life activities.",info@sothill.com,https://sothill.com,"[""Nonprofit - Incorporated""]"
10394,active,Spicewood Community Library,,"Provides library services to the Spicewood community. Operates a thrift store.",,https://www.spicewoodlibrary.org,"[""Government - County""]"
10395,active,"Spicewood Volunteer Fire Department and EMS, Inc.","City of Spicewood Emergency Medical Services; Spicewood VFD-EMS, Inc.; SVFD-EMS; Spicewood EMS #9",Provides fire and emergency services for the City of Spicewood.,,https://www.bcesd9.org/home,"[""Nonprofit - Incorporated""]"
10405,active,Spirit Reins,,Provides Trauma-Focused Equine Assisted Psychotherapy (TFEAP) for children and their families.,,https://www.spiritreins.org,"[""Nonprofit - Incorporated""]"
10408,active,Spread the Vote Texas,,Assists eligible voters who need a government-issued photo ID.,,https://www.spreadthevote.org/,"[""Nonprofit - Incorporated""]"
10422,active,SRA International,Systems Research and Application,"SRA provides tools that solve complex problems for clients in defense, intelligence, civil government and health.",,https://www.sra.com,"[""Commercial""]"
10455,active,St. Catherine of Siena Catholic Church,St. Catherine SVDP; Saint Catherine SSVdP,,,,"[""None or unknown""]"
10457,active,St. David's Foundation,Saint David's Foundation; St. David's Community Health Foundation; SDCHF; SDF; Theo's Tooth Mobile Vans,Provides mobile dental clinics for students attending program schools and clients of designated agencies.,,https://www.stdavidsfoundation.org,"[""Nonprofit - Incorporated""]"
10458,active,St. David's Healthcare,Saint David's Healthcare,"Operates a healthcare system, including nine hospitals in Central Texas.",,https://www.stdavids.com,"[""Nonprofit - Incorporated""]"
10459,active,St. Edward's University,SEU; St. Ed's; Saint Edwards University,Provides higher education services at a private university offering undergraduate and graduate degrees.,,http://stedwards.edu,"[""Nonprofit - Incorporated""]"
10462,active,"St. George's Senior Housing, Inc.",Saint Georges Court; Saint George's Court; Saint Georges Senior Housing; Saint George's Senior Housing; St. Georges Court; St. George's Court; St. Georges Senior Housing,Provides a low-cost apartment community for older adults and people with disabilities.,,https://www.stgeorgescourt.org,"[""Nonprofit - Incorporated""]"
10467,active,St. John Paul II Life Center,Saint John Paul II Life Center; JP2,Provides pregnancy services and material assistance.,,https://freepregnancyhelptx.com/,"[""Nonprofit - Incorporated""]"
10479,active,St. Mark's Medical Center,Saint Mark's Medical Center; SMMC,Operates a rural emergency hospital.,,https://www.smmctx.org,"[""Nonprofit - Incorporated""]"
10512,active,Starkey Hearing Foundation,,"Provides hearing aids to those permanently residing in the U.S. who have no other resources available, and promotes hearing health awareness while supporting research and education.",hearnow@starkeyfoundation.org,http://www.starkeyhearingfoundation.org/,"[""Nonprofit - Incorporated""]"
10519,active,"STARRY, Inc.",,"Provides counseling and group therapy services for individuals, children and families.",,https://www.starry.org,"[""Nonprofit - Incorporated""]"
10520,active,State Bar of Texas (SBT),,"Publishes free legal information, provides a hotline to help resolve minor issues between clients and attorneys, offers a lawyer referral service, provides grievance and ethics information. Offers resources for those who are considering a career as a lawyer.",,http://www.texasbar.com,"[""Government - State""]"
10521,active,State of Texas Office of the Governor,Governor's Office,"Serves as the chief executive of the state and is elected by the citizens every four years. Makes policy recommendations that lawmakers in both the state House and Senate chambers may sponsor and introduce as bills.  Appoints the Secretary of State, as well as members of boards and commissions who oversee the heads of state agencies and departments.",,http://gov.texas.gov,"[""Government""]"
10523,active,Statewide Resources,,"Connects people with needed services through a website, which presents information from state health and human services programs.",,https://www.211texas.org,"[""Government""]"
10524,active,Statewide Veteran Resources,,Toll-free telephone service available to the public for specific needs. 211texas.org has a list of toll-free hotlines that are availiable to veterans and thier families.,,https://www.211texas.org,"[""None or unknown""]"
10561,active,Stop Soldier Suicide,,"Provides support to past and present military to combat and mitigate suicide risk factors. Works 1-on-1 with troops, veterans, and military family members to help navigate the maze of services, programs, and assistance available.",,http://stopsoldiersuicide.org/,"[""Nonprofit - Incorporated""]"
10563,active,"Storehouse Food Mission, The",The Storehouse Mission Food Pantry; The Storehouse Network,Provides a food pantry.,,https://www.thestorehousenetwork.com,"[""Nonprofit - Incorporated""]"
10568,active,Straight Defined Community,Straight Defined,"Straight Defined is a global community of lifestyle & business services that build growth and empowerment designed for and by our members. We're using our dreams and resources and turning them into a one stop shop community! Straight Defined holds it own healthcare, food chains, housing, businesses, affiliates, entertainment and more.",dynasty@tamarecordlabel.com,https://www.straightdefined.org,"[""None or unknown""]"
10575,active,Street Youth Ministry,SYM,"Operates a drop-in center for youth experiencing homelessness, who are traveling, or who are at risk of becoming homeless.",,http://www.SYMIN.ORG,"[""Nonprofit - Incorporated""]"
10579,active,StrongHearts Native Helpline,StrongHearts,"Provides a culturally-appropriate, anonymous, confidential service dedicated to serving Native American survivors of domestic violence and dating violence.",,http://www.strongheartshelpline.org/,"[""Nonprofit - Unincorporated""]"
10581,active,Stuttering Foundation of America,Stuttering Foundation,"Provides free services and support to those who stutter and their families, as well as support for research into the causes of stuttering.",,https://www.stutteringhelp.org,"[""Nonprofit - Incorporated""]"
10584,active,Substance Abuse and Mental Health Services Administration (SAMHSA),,Serves as the agency within the U.S. Department of Health and Human Services that leads public health efforts regarding behavioral health in effort to reduce the impact of substance abuse and mental illness on the public.,SAMHSAInfo@samhsa.hhs.gov,http://www.samhsa.gov/,"[""Government - Federal""]"
10605,active,Sunset Valley Police Department,Sunset PD; SPD,Provides law enforcement for the city of Sunset Valley.,,https://www.sunsetvalley.org/departments/public-safety/police-department,"[""Government - City""]"
10614,active,Superior Health Plan - Greater Austin Area,,Provides annual Back to School Health Fair.,,https://www.superiorhealthplan.com,"[""Commercial""]"
